koi_prad,koi_period,koi_steff,koi_srad,koi_depth,koi_duration,koi_model_snr,koi_disposition
1.69,12.0729757,5436.0,1.707,99.5,3.783,9.7,CANDIDATE
0.98,3.5944891,5523.0,1.046,89.9,2.557,10.4,CANDIDATE
0.88,12.4249559,5524.0,0.847,110.4,16.332,17.6,FALSE POSITIVE
1.0,1.116127169,5721.0,0.905,109.2,1.3235,19.2,CANDIDATE
0.72,2.71772323,5135.0,0.874,70.3,3.22,9.3,CANDIDATE
6.81,1.992812339,3638.0,0.42,314.8,2.066,16.8,FALSE POSITIVE
1.32,4.16288745,4478.0,0.651,391.7,0.678,12.0,CANDIDATE
2.19,417.829033,6018.0,0.975,500.8,15.05,8.9,FALSE POSITIVE
1.07,9.0194714,5775.0,0.768,191.6,5.92,7.2,CANDIDATE
110.46,8.202869679,6060.0,1.643,345940.0,7.29811,6499.9,FALSE POSITIVE
28.66,1.575631524,6202.0,0.858,25627.0,2.59202,465.4,FALSE POSITIVE
2.89,1.25483232,6168.0,2.572,117.6,2.67,11.4,FALSE POSITIVE
1.57,1.6783263,6015.0,1.081,146.3,2.5123,76.1,CONFIRMED
2.15,8.30783912,5320.0,0.786,777.5,3.1516,66.4,CONFIRMED
7.88,456.5734,5002.0,4.042,397.5,5.465,7.6,FALSE POSITIVE
2.04,623.2344,5600.0,0.839,602.8,14.448,15.8,FALSE POSITIVE
0.95,25.2100146,6003.0,1.109,62.1,6.553,18.8,CONFIRMED
1.36,76.642481,5537.0,1.714,64.5,5.476,7.6,FALSE POSITIVE
49.34,7.132351753,7530.0,1.93,744.1,2.9674,91.2,FALSE POSITIVE
1.0,12.25384348,5413.0,0.82,147.7,2.373,12.3,CONFIRMED
2.5,11.08507658,5080.0,0.793,771.8,1.751,17.7,CONFIRMED
10.39,21.9139549,3638.0,0.42,584.4,3.271,11.8,CANDIDATE
35.61,18.74072534,6122.0,0.996,125480.0,5.19791,2964.7,FALSE POSITIVE
1.72,7.016016,6642.0,1.136,169.0,3.8,6.3,CANDIDATE
2.75,3.80675878,6068.0,1.797,231.9,2.092,10.4,CANDIDATE
2.31,7.16520428,6174.0,1.103,433.8,1.705,17.6,CANDIDATE
2.12,64.6589166,5821.0,1.395,235.4,7.71,13.9,CONFIRMED
1.39,20.1890396,6178.0,1.267,112.1,6.251,15.0,CANDIDATE
3.21,6.996926239,5713.0,0.893,1317.4,2.7374,101.6,CONFIRMED
1.69,12.0729757,5436.0,1.707,99.5,3.783,9.7,CANDIDATE
42.47,9.72869627,6881.0,1.351,252.2,5.628,19.1,FALSE POSITIVE
4.91,589.17968,5295.0,3.152,253.4,10.2,7.7,FALSE POSITIVE
1.38,2.633852528,5114.0,0.878,259.8,2.0206,23.3,CONFIRMED
1.08,4.82051088,6046.0,1.396,40.9,3.588,14.8,CANDIDATE
3.61,8.710442022,5416.0,0.809,1196.4,0.9425,42.6,CANDIDATE
35.8,7.51514595,5624.0,0.777,117460.0,3.54486,1676.8,FALSE POSITIVE
1.18,2.61854596,5657.0,2.682,19.7,4.866,8.1,FALSE POSITIVE
1.84,1.368617188,6561.0,1.584,126.9,1.6235,44.4,FALSE POSITIVE
1.6,11.8299383,5747.0,2.431,41.4,5.168,11.7,CANDIDATE
0.94,18.2572722,5014.0,0.756,157.5,3.434,17.3,CANDIDATE
2.62,15.94248453,5376.0,0.806,1093.7,3.4894,34.3,CONFIRMED
4.35,9.089151782,6729.0,4.099,110.1,3.1886,7.1,FALSE POSITIVE
0.79,0.971915957,5196.0,0.889,73.7,1.6023,16.7,CONFIRMED
0.7,6.5588346,5780.0,1.0,41.2,3.034,8.1,FALSE POSITIVE
1.08,4.14810719,5029.0,0.838,175.2,2.535,12.9,CONFIRMED
0.44,1.33257715,5852.0,0.837,27.1,5.158,15.5,FALSE POSITIVE
11.38,3.217518511,5720.0,0.903,14319.0,2.11481,1287.4,CONFIRMED
178.47,9.455586047,7221.0,4.24,115170.0,8.42272,1876.9,FALSE POSITIVE
1.37,1.570592397,5519.0,0.921,214.4,0.623,29.7,CANDIDATE
1.4,7.42697378,5573.0,0.982,205.2,3.206,15.4,CONFIRMED
2.38,1.954525966,5741.0,1.136,392.8,2.0944,43.1,CONFIRMED
24.29,1.332562831,5718.0,0.863,297.9,6.24,37.3,FALSE POSITIVE
1.7,6.93365167,5861.0,1.304,119.6,4.608,20.1,CONFIRMED
41.01,61.42252657,4867.0,0.613,337540.0,3.76585,850.4,FALSE POSITIVE
9.52,197.5111484,5616.0,1.674,2575.6,11.106,175.2,CANDIDATE
0.77,1.67495622,6323.0,1.263,35.9,2.994,15.3,FALSE POSITIVE
3.97,1.970340203,4883.0,1.667,403.2,1.7901,56.3,CONFIRMED
0.78,2.99194823,5269.0,0.727,99.6,4.39,18.2,FALSE POSITIVE
1.58,2.90060781,6547.0,1.371,124.8,2.563,20.6,FALSE POSITIVE
39.46,8.870415578,6022.0,1.514,873.1,1.2864,43.8,CANDIDATE
1.03,3.39401963,6181.0,1.029,98.4,2.984,10.0,CANDIDATE
0.75,11.1438086,6095.0,1.11,41.7,7.905,10.9,CANDIDATE
2.87,39.30944096,5607.0,0.863,1132.1,5.77,122.9,CONFIRMED
1.85,57.7749373,6277.0,1.097,283.6,4.731,10.4,CANDIDATE
48.67,4.800232532,5591.0,0.756,277000.0,3.57105,893.6,FALSE POSITIVE
2.44,56.644452,6237.0,2.295,104.6,16.551,21.8,CONFIRMED
1.7,4.90144976,5847.0,1.402,140.7,4.1654,50.6,CONFIRMED
11.03,27.5837778,5092.0,7.913,202.5,1.516,8.5,CANDIDATE
1.31,5.17624997,5578.0,1.497,78.7,5.261,13.4,CONFIRMED
0.65,1.80455062,6006.0,1.019,39.7,2.166,12.5,FALSE POSITIVE
4.96,66.5576728,5734.0,3.405,214.2,10.532,21.3,CONFIRMED
2.58,19.7919389,6285.0,1.039,383.7,3.787,22.8,CONFIRMED
1.28,5.89661966,5392.0,1.087,144.0,3.154,15.3,CANDIDATE
2.95,83.4887405,5910.0,0.94,955.4,6.21,24.7,CONFIRMED
0.36,0.933746709,6302.0,0.815,18.6,3.435,14.3,FALSE POSITIVE
1.38,15.1516409,5780.0,1.0,191.5,5.105,11.4,CANDIDATE
2.88,13.02493307,5657.0,1.046,778.4,4.5706,119.3,CONFIRMED
3.03,147.388124,6046.0,1.007,909.2,8.781,15.8,CANDIDATE
2.59,7.28171395,4970.0,1.806,111.6,1.723,14.4,CANDIDATE
8.99,7.886632468,5847.0,1.135,6331.2,5.2147,392.3,CONFIRMED
3.15,366.68293,5217.0,0.869,1075.0,3.854,6.4,FALSE POSITIVE
2.14,63.571688,5504.0,0.819,591.0,6.01,5.4,FALSE POSITIVE
53.0,21.539269242,6136.0,0.933,143750.0,5.32432,2642.2,FALSE POSITIVE
0.98,1.303859704,6802.0,1.521,36.7,2.8239,34.7,FALSE POSITIVE
0.8,5.77440326,3808.0,0.508,245.3,1.768,11.8,CONFIRMED
1.62,32.4185265,5622.0,1.441,110.7,5.154,7.9,CANDIDATE
3.2,425.483539,5977.0,1.022,996.6,17.856,19.6,CONFIRMED
25.2,7.04710032,5766.0,1.068,400.9,2.926,24.0,FALSE POSITIVE
3.37,78.0998908,5779.0,1.284,656.9,8.422,23.8,CONFIRMED
29.55,40.8777605,5930.0,0.937,719.1,9.745,23.6,FALSE POSITIVE
4.47,1.616883373,4868.0,1.816,437.3,1.6325,43.9,CONFIRMED
1.63,70.6981724,5811.0,0.866,357.7,6.632,37.7,CONFIRMED
0.88,1.166960319,5632.0,0.904,97.8,1.6823,17.9,CANDIDATE
6.17,264.708077,5283.0,2.907,461.3,3.975,6.3,FALSE POSITIVE
2.23,113.993156,7892.0,2.496,69.7,7.721,15.6,FALSE POSITIVE
97.27,1.665784138,6261.0,2.789,2006.2,1.8946,148.0,FALSE POSITIVE
12.04,127.2824442,5733.0,1.183,8088.6,7.1545,148.1,CONFIRMED
2.45,72.9332762,5316.0,0.902,770.4,3.829,11.3,CANDIDATE
2.54,70.2780911,5955.0,0.91,781.6,2.466,14.9,CANDIDATE
40.79,1.759276227,6656.0,1.232,32091.0,3.19585,2857.7,FALSE POSITIVE
2.09,114.336052,5802.0,1.316,239.8,14.077,13.0,CONFIRMED
1.07,5.26648126,6204.0,1.065,97.8,1.964,16.0,FALSE POSITIVE
3.07,86.4943704,5252.0,0.898,995.2,7.471,42.6,CANDIDATE
1.35,8.47484677,5564.0,0.785,217.8,2.067,9.7,CANDIDATE
14.63,185.103836,4992.0,6.226,581.4,4.19,10.9,FALSE POSITIVE
1.72,16.25951967,5966.0,1.499,129.5,3.854,19.6,CONFIRMED
1.51,12.3101351,5009.0,0.84,263.7,3.797,12.9,CONFIRMED
2.78,383.85362,6675.0,1.293,422.9,9.76,7.5,CANDIDATE
1.55,381.97977,3761.0,0.526,900.0,15.7,10.4,CANDIDATE
2.44,67.230028,6157.0,1.016,379.1,25.01,39.5,FALSE POSITIVE
2.51,4.592393816,5351.0,0.796,1027.7,2.2748,105.9,CANDIDATE
35.74,0.905679492,5780.0,1.0,2299.0,2.1164,59.3,FALSE POSITIVE
2.11,405.35457,5650.0,0.906,545.6,10.778,10.2,CANDIDATE
2.19,6.54626149,5251.0,0.817,655.9,2.75,24.8,CANDIDATE
106.66,0.752158047,5770.0,2.221,37879.0,2.42733,510.0,FALSE POSITIVE
0.7,1.72110057,5700.0,1.176,29.7,1.922,9.3,CANDIDATE
0.81,0.633514386,4330.0,0.618,179.1,1.2792,22.3,FALSE POSITIVE
124.23,1.752562808,5853.0,1.795,368000.0,6.1245,5494.6,FALSE POSITIVE
2.07,0.933747751,6985.0,2.187,76.6,3.9236,49.5,FALSE POSITIVE
1.42,2.732767897,3825.0,0.524,613.1,1.1102,27.0,CONFIRMED
1.86,43.535891,5481.0,0.778,576.6,4.712,13.9,CANDIDATE
59.95,41.3701638,4764.0,6.883,6907.1,29.254,91.3,FALSE POSITIVE
5.18,65.238281,5254.0,3.761,197.2,5.756,10.3,FALSE POSITIVE
7.13,94.446856,5780.0,2.478,436.4,7.502,20.0,FALSE POSITIVE
3.1,36.292017,5843.0,1.615,374.7,8.198,21.4,CONFIRMED
31.39,7.436016459,6214.0,0.933,106530.0,4.16284,742.1,FALSE POSITIVE
2.74,8.48031302,6541.0,2.43,107.0,5.988,20.2,FALSE POSITIVE
1.09,0.51811818,6240.0,0.929,99.0,0.3969,7.8,FALSE POSITIVE
1.45,14.0498182,4228.0,0.652,472.0,2.907,14.5,FALSE POSITIVE
0.81,1.33256418,5157.0,0.62,162.3,4.701,20.7,FALSE POSITIVE
2.09,455.195496,6478.0,1.209,293.6,3.565,8.0,FALSE POSITIVE
2.12,5.37493289,6167.0,1.689,155.8,3.9567,49.0,CONFIRMED
11.38,3.217518511,5720.0,0.903,14319.0,2.11481,1287.4,CONFIRMED
14.59,1.057335679,4664.0,0.683,47337.0,1.5795,476.0,CANDIDATE
0.96,1.332567821,6600.0,1.681,31.0,3.4844,5.0,FALSE POSITIVE
74.77,1.882438182,6322.0,1.213,344200.0,3.50695,2051.3,FALSE POSITIVE
1.95,8.50339249,5877.0,1.265,188.9,2.9569,28.5,CONFIRMED
0.81,0.954873008,6092.0,1.363,33.0,1.0613,1.5,FALSE POSITIVE
1.45,31.4202111,5269.0,0.748,390.5,4.021,10.6,CANDIDATE
0.55,4.44902309,4353.0,0.603,88.9,1.373,10.4,FALSE POSITIVE
3.39,77.138911,5778.0,0.911,603.3,7.229,19.0,FALSE POSITIVE
1.57,46.9434911,6253.0,1.55,100.7,1.368,6.6,FALSE POSITIVE
140.07,8.589644815,6331.0,2.194,269520.0,9.49469,5324.6,FALSE POSITIVE
0.86,5.32784157,5638.0,0.928,87.2,4.696,15.9,CONFIRMED
76.02,2.63757408,5639.0,0.953,169660.0,5.9626,1471.6,FALSE POSITIVE
1.94,4.44589508,5918.0,0.865,441.4,2.3816,20.9,CANDIDATE
78.77,100.303613,6060.0,1.046,488040.0,10.578,354.7,FALSE POSITIVE
1.82,8.59000355,5817.0,0.876,298.1,6.68,18.9,FALSE POSITIVE
4.39,9.42889884,5897.0,1.86,565.4,4.4481,50.4,CONFIRMED
3.69,9.07829171,5086.0,1.611,530.9,0.783,7.0,CANDIDATE
2.8,24.31574009,6242.0,1.047,643.3,4.1344,42.5,CONFIRMED
1.0,11.8376933,5772.0,1.003,92.9,3.381,12.7,CONFIRMED
2.88,17.79108667,5855.0,1.34,414.2,2.662,39.8,CANDIDATE
1.29,13.12297275,6134.0,1.665,43.7,2.234,12.9,CANDIDATE
1.57,67.412998,6525.0,1.359,126.1,9.1,6.2,CANDIDATE
3.76,389.875816,5289.0,0.79,2134.0,3.336,8.9,CANDIDATE
1.42,7.35101287,5951.0,1.262,115.9,2.757,12.8,CANDIDATE
22.32,25.9518461,5372.0,0.796,1058.5,14.581,65.8,FALSE POSITIVE
178.15,1.506503686,8751.0,2.352,477100.0,5.02151,3289.1,FALSE POSITIVE
2.12,91.7732862,5586.0,0.798,652.0,6.473,19.1,CONFIRMED
17.38,0.660629055,6024.0,0.849,231.6,5.894,103.3,FALSE POSITIVE
0.96,4.48538145,5654.0,0.737,168.1,2.297,8.2,CANDIDATE
1.26,11.3251153,5334.0,0.727,297.2,2.126,7.0,CANDIDATE
1.72,122.3858681,4926.0,0.662,711.1,7.123,46.3,CONFIRMED
52.8,10.768391927,5226.0,1.643,107380.0,12.5252,2085.7,FALSE POSITIVE
9.46,127.8334997,6505.0,2.17,1829.9,10.914,76.9,CONFIRMED
1.7,12.94123564,6119.0,0.938,328.8,4.636,22.1,CONFIRMED
3.14,17.32419108,5968.0,1.857,241.3,8.045,49.1,CONFIRMED
1.74,1.334101467,6178.0,1.58,120.8,2.1033,43.0,FALSE POSITIVE
2.94,0.616386349,5665.0,3.266,79.4,0.8136,21.9,FALSE POSITIVE
1.05,6.11784972,6226.0,1.333,60.5,3.458,25.8,CONFIRMED
0.68,3.26662733,5450.0,0.842,59.9,2.056,18.6,CANDIDATE
15.02,6.397185875,5780.0,1.0,18887.0,5.8638,394.7,FALSE POSITIVE
1.87,10.62788695,6082.0,1.014,326.7,4.576,22.6,CONFIRMED
2.13,46.82767725,3879.0,0.537,1537.7,1.9033,32.4,CONFIRMED
0.96,0.773595312,5973.0,0.935,93.0,0.781,13.2,FALSE POSITIVE
25.09,73.836858,4769.0,14.706,231.2,19.722,13.1,FALSE POSITIVE
4.59,5.640676975,5794.0,1.216,1453.3,2.8354,145.9,CONFIRMED
103.98,0.93374699,4909.0,5.272,172.1,6.168,25.5,FALSE POSITIVE
0.61,0.93376131,5665.0,0.82,55.6,3.747,10.5,FALSE POSITIVE
0.72,21.30181863,5437.0,0.781,87.3,3.8763,32.4,CONFIRMED
24.48,3.22452656,3857.0,34.674,57.5,5.156,24.3,FALSE POSITIVE
27.22,37.601661282,6140.0,1.096,59130.0,8.30604,1667.3,FALSE POSITIVE
18.11,15.6402515,5346.0,0.826,800.3,6.222,19.3,FALSE POSITIVE
0.49,1.13353095,6318.0,1.121,18.5,3.17,11.1,FALSE POSITIVE
1.68,18.1209388,4905.0,0.774,504.2,3.781,15.8,CANDIDATE
1.96,362.97828,6086.0,1.216,260.6,14.083,13.0,CANDIDATE
56.94,17.918743061,5870.0,1.63,118360.0,4.36387,4696.8,FALSE POSITIVE
1.53,2.361724472,4478.0,0.651,587.0,1.2167,34.6,CONFIRMED
1.11,10.00506974,5912.0,0.924,143.3,3.481,11.4,CANDIDATE
1.55,381.97977,3761.0,0.526,900.0,15.7,10.4,CANDIDATE
1.08,14.2821417,5374.0,0.726,224.9,2.068,8.7,FALSE POSITIVE
5.94,285.374561,5142.0,2.756,482.3,4.865,13.7,CANDIDATE
1.22,0.700606479,6280.0,2.449,23.5,0.993,9.0,FALSE POSITIVE
2.94,9.07098164,5672.0,0.929,1026.2,2.6903,59.1,CONFIRMED
1.71,1.411230023,4575.0,0.737,388.2,1.4325,89.3,CONFIRMED
53.53,20.867855659,6095.0,1.016,82601.0,5.73122,2768.6,FALSE POSITIVE
1.41,1.269091415,5041.0,0.766,340.9,1.4647,73.5,CONFIRMED
1.62,570.01886,5496.0,0.79,428.5,3.52,6.8,FALSE POSITIVE
26.44,155.042265,4994.0,3.322,4880.9,9.848,117.9,CANDIDATE
207.71,2.113202658,5482.0,0.858,2104.8,3.5234,97.2,FALSE POSITIVE
11.04,0.721522907,4893.0,0.625,22528.0,1.4521,815.3,CANDIDATE
3.54,62.5613879,5662.0,0.84,1372.6,5.907,35.0,CANDIDATE
1.58,1.39772545,6006.0,1.114,181.3,4.129,17.9,FALSE POSITIVE
1.06,4.8302364,5086.0,2.247,22.5,7.983,11.6,CANDIDATE
1.35,0.634003002,5226.0,0.75,316.9,0.9207,21.0,CONFIRMED
2.55,28.5057217,5712.0,0.87,755.8,6.324,20.8,CONFIRMED
0.82,2.36436762,6250.0,1.543,28.4,3.372,12.4,CONFIRMED
58.51,13.254134073,6175.0,1.436,44980.0,4.34991,2281.0,FALSE POSITIVE
1.25,6.42199919,5985.0,0.981,161.6,2.6192,25.4,CONFIRMED
1.82,14.708641,6274.0,1.232,130.6,5.394,12.8,CANDIDATE
4.05,10.10404351,5530.0,0.831,1322.4,1.0022,39.5,CANDIDATE
1.95,25.1933989,5009.0,0.84,481.2,4.62,18.0,CONFIRMED
2.03,82.6595174,3952.0,0.553,1270.7,3.48,17.1,CANDIDATE
3.46,3.723560726,6535.0,1.181,540.0,3.435,58.9,FALSE POSITIVE
72.77,1.028436523,6228.0,0.99,8098.0,1.8606,89.6,CANDIDATE
0.82,8.8493948,6095.0,1.11,43.8,6.928,12.1,CANDIDATE
0.74,3.7228679,6046.0,0.927,52.1,9.557,9.8,FALSE POSITIVE
571.07,3.735993484,5467.0,4.055,617990.0,17.4877,1587.7,FALSE POSITIVE
1.61,25.503628,5815.0,0.877,204.4,3.913,13.3,FALSE POSITIVE
3.22,20.7057153,5668.0,2.437,115.9,9.678,13.5,CONFIRMED
1.93,19.27153892,4077.0,0.56,1219.8,2.7594,37.1,CONFIRMED
1.04,6.31915999,6254.0,1.706,34.4,3.465,9.8,CANDIDATE
3.18,12.76220558,5445.0,0.937,653.8,2.0688,17.4,CONFIRMED
1.61,101.1107014,4133.0,0.561,878.1,8.029,24.1,CONFIRMED
1.34,10.31174786,4900.0,0.741,275.9,3.1818,81.7,CONFIRMED
9.52,197.5111484,5616.0,1.674,2575.6,11.106,175.2,CANDIDATE
6.36,284.063137,5791.0,1.336,1628.1,8.297,53.5,CANDIDATE
1.63,21.1579573,6063.0,1.012,215.9,4.706,10.2,CANDIDATE
1.34,23.4772553,6384.0,1.121,141.4,6.735,17.6,CONFIRMED
9.06,169.4976085,5270.0,0.787,12192.0,7.77,82.8,CANDIDATE
2.09,76.957056,5878.0,1.041,367.1,9.551,26.5,CONFIRMED
25.79,6.41496453,6170.0,1.183,201.2,3.9015,53.1,FALSE POSITIVE
0.98,3.37116682,5653.0,1.163,71.4,4.708,9.8,CANDIDATE
1.63,4.35407371,5455.0,0.909,277.1,2.427,19.0,CONFIRMED
0.93,7.53737498,6483.0,1.436,41.1,3.966,11.3,CANDIDATE
1.32,3.490785878,5496.0,0.725,336.8,1.4513,32.7,CANDIDATE
2.74,379.11996,5546.0,0.81,1107.7,7.22,9.2,FALSE POSITIVE
20.76,0.787122102,5210.0,0.799,596.8,3.0999,57.4,FALSE POSITIVE
7.18,19.40393776,5043.0,0.68,8918.7,12.2155,214.7,FALSE POSITIVE
4.48,615.16033,7937.0,2.711,267.1,3.958,5.4,FALSE POSITIVE
2.18,12.03987488,4261.0,0.633,1250.6,2.7363,57.6,CONFIRMED
1.45,68.1609897,5677.0,0.828,295.6,5.662,25.0,CONFIRMED
4.31,4.22464216,6343.0,1.14,987.0,1.403,7.7,CANDIDATE
1.17,2.6528082,5778.0,0.935,153.1,2.297,9.8,CANDIDATE
1.04,15.99560373,4955.0,0.721,221.7,3.471,20.0,CONFIRMED
1.17,0.566793818,5707.0,0.828,100.3,4.929,18.3,FALSE POSITIVE
2.67,22.06402,6232.0,1.09,388.7,4.1,31.5,CANDIDATE
1.95,28.7796446,6000.0,1.044,253.2,8.349,36.5,CONFIRMED
1.59,91.069934,9051.0,4.232,12.7,17.33,8.7,CANDIDATE
3.06,10.74241765,5761.0,1.518,415.2,6.0633,95.4,CONFIRMED
1.65,1.312459403,6543.0,2.507,36.9,1.459,13.9,FALSE POSITIVE
2.69,56.5732318,4701.0,0.775,688.5,4.188,21.6,CANDIDATE
1.0,4.081411554,4498.0,0.635,171.9,2.3239,36.9,CONFIRMED
2.12,64.6589166,5821.0,1.395,235.4,7.71,13.9,CONFIRMED
1.8,9.034190783,4499.0,0.639,577.6,1.5501,82.1,CONFIRMED
3.18,12.76220558,5445.0,0.937,653.8,2.0688,17.4,CONFIRMED
0.79,0.934181579,7624.0,2.152,12.1,3.943,19.8,FALSE POSITIVE
7.94,11.720123999,5215.0,0.77,9763.3,3.0039,707.3,CONFIRMED
1.64,1.208462378,6122.0,0.964,227.3,1.544,17.4,CONFIRMED
9.27,0.895277575,8040.0,3.325,534.5,2.711,132.1,FALSE POSITIVE
47.52,313.09275066,5067.0,0.673,445610.0,14.3447,1952.3,FALSE POSITIVE
1.49,0.66682654,3993.0,0.554,511.6,0.7847,33.4,CANDIDATE
3.69,9.07829171,5086.0,1.611,530.9,0.783,7.0,CANDIDATE
32.12,2.531140101,5325.0,0.75,11786.0,20.399,304.2,FALSE POSITIVE
1.69,14.53260546,6003.0,0.932,328.9,2.4212,29.0,CONFIRMED
4.59,126.55719,6501.0,1.854,366.4,8.079,24.8,CANDIDATE
24.87,1.63345402,6283.0,1.091,359.0,3.817,7.4,FALSE POSITIVE
2.1,2.226496196,3640.0,0.503,1839.1,1.7073,36.0,CONFIRMED
1.27,2.164570593,3941.0,0.554,525.1,1.2862,19.8,CONFIRMED
2.87,175.603366,6225.0,1.009,506.8,9.543,14.7,CANDIDATE
1.25,10.778313,6726.0,1.258,90.7,5.256,12.5,CANDIDATE
29.67,108.546946,4751.0,11.536,711.3,7.567,15.3,CANDIDATE
18.48,11.805707539,6065.0,1.891,2052.1,2.0494,124.9,FALSE POSITIVE
5.89,1.012672041,6663.0,1.338,1197.6,3.0512,237.4,FALSE POSITIVE
2.25,1.93155546,5461.0,0.858,504.9,1.614,8.6,CONFIRMED
2.25,3.016182013,5611.0,1.4,222.5,2.8349,31.9,CANDIDATE
5.41,12.2064304,5254.0,1.514,1337.2,2.407,16.2,CONFIRMED
27.25,1.241483276,6140.0,1.053,141.0,2.195,32.0,FALSE POSITIVE
33.3,17.79391159,5780.0,1.0,93395.0,4.3194,247.0,FALSE POSITIVE
1.7,0.843379985,4818.0,0.856,343.3,1.4474,53.6,CONFIRMED
9.04,3.74785307,4929.0,7.7,145.9,3.444,17.0,FALSE POSITIVE
0.64,295.06066,5332.0,0.762,72.2,16.18,10.4,CANDIDATE
30.53,354.78194,5798.0,1.525,193.0,6.46,7.7,FALSE POSITIVE
3.59,381.850599,5485.0,0.867,1702.0,4.772,13.8,FALSE POSITIVE
0.74,3.17796408,5061.0,0.841,47.7,0.542,6.0,CANDIDATE
1.53,2.49047468,6067.0,0.997,222.2,2.2003,20.7,FALSE POSITIVE
3.69,15.19423359,5588.0,1.593,367.8,3.106,18.1,CANDIDATE
1.25,10.45839865,4641.0,0.747,306.8,3.154,18.6,CONFIRMED
1.22,4.56383697,5408.0,0.861,201.8,2.271,9.9,CONFIRMED
16.0,5.204286663,5332.0,0.86,35221.0,6.2598,153.0,CANDIDATE
3.15,5.924993927,5016.0,0.679,1608.1,2.8874,68.5,CONFIRMED
2.32,177.668663,4721.0,0.701,901.4,9.298,12.7,CONFIRMED
10.99,30.360445359,4939.0,0.765,21125.0,6.0134,1126.2,CONFIRMED
1.22,3.00912491,5713.0,0.893,191.4,2.228,16.5,CONFIRMED
2.11,13.52252364,5338.0,0.816,690.6,3.987,22.4,CONFIRMED
34.39,3.9886021,4813.0,13.652,673.5,1.7376,37.1,FALSE POSITIVE
0.92,23.3787733,6210.0,1.054,76.0,6.76,8.1,CANDIDATE
0.92,2.41660149,5705.0,1.026,83.6,1.9699,33.7,CONFIRMED
2.81,13.75207851,4802.0,0.699,1215.6,2.8831,36.8,CONFIRMED
1.44,15.0539886,5475.0,0.818,221.5,4.422,16.3,CONFIRMED
0.69,2.31482311,5240.0,0.923,58.6,2.127,14.2,CANDIDATE
0.83,1.88899036,5973.0,1.081,59.0,3.486,18.2,CONFIRMED
140.14,42.294739,4926.0,7.849,254.2,34.63,25.2,CANDIDATE
12.94,3.849371737,6244.0,2.992,1298.6,2.632,132.7,CANDIDATE
1.7,90.097375,6116.0,1.008,282.6,12.697,11.5,CANDIDATE
34.39,3.9886021,4813.0,13.652,673.5,1.7376,37.1,FALSE POSITIVE
3.63,27.40229859,6198.0,1.324,747.5,6.8491,79.3,CONFIRMED
2.76,26.2347447,6297.0,1.369,196.5,3.536,22.0,CONFIRMED
1.47,69.089357,4848.0,0.698,475.1,6.207,8.6,CANDIDATE
26.35,0.980505042,5794.0,1.059,426.6,1.4068,51.5,FALSE POSITIVE
1.43,209.238576,6302.0,1.135,154.7,2.245,5.4,FALSE POSITIVE
38.11,2.743978797,5334.0,0.81,39994.0,6.442,56.5,CANDIDATE
5.43,4.426942241,5511.0,0.746,2896.6,1.6116,68.9,FALSE POSITIVE
40.94,0.533000886,5934.0,1.064,4398.5,1.54684,327.4,FALSE POSITIVE
2.0,4.75400072,4728.0,0.693,748.7,2.5394,141.4,CONFIRMED
9.66,6.491682808,6123.0,1.107,7163.3,4.301,502.3,CONFIRMED
3.45,363.35755,5086.0,1.783,395.3,19.85,13.9,FALSE POSITIVE
0.89,1.916940872,5083.0,0.872,105.1,1.4243,17.7,CONFIRMED
10.98,39.6431552,5231.0,0.9,15664.0,6.5292,690.3,CONFIRMED
2.24,16.00460392,5180.0,0.769,831.9,3.9475,34.3,CANDIDATE
0.88,0.858546796,5269.0,0.864,106.1,1.1,12.2,CANDIDATE
0.67,0.790049989,5427.0,0.808,70.8,2.794,12.3,FALSE POSITIVE
1.56,16.7261969,5588.0,1.1,194.9,2.708,11.6,CONFIRMED
1.83,105.997107,6068.0,0.831,430.8,3.751,10.9,CANDIDATE
2.2,383.00806,5750.0,0.882,632.1,9.71,7.6,FALSE POSITIVE
60.47,44.7060191,5509.0,0.811,292.0,0.25,6.6,CANDIDATE
2.32,22.36646466,5395.0,0.734,986.8,5.228,32.1,CONFIRMED
31.78,5.40597608,4840.0,15.355,461.0,2.79,23.5,FALSE POSITIVE
1.21,7.12766417,5159.0,0.821,229.2,2.491,16.0,CANDIDATE
3.12,2.711504086,6214.0,1.076,837.5,3.0099,64.5,CONFIRMED
187.73,1.152216965,5560.0,15.113,12072.0,2.2245,104.5,FALSE POSITIVE
1.56,79.334347,6384.0,1.15,164.9,10.886,14.6,CANDIDATE
68.65,0.539445498,6486.0,1.456,25302.0,2.2821,511.4,FALSE POSITIVE
4.93,80.4103783,5476.0,1.673,591.4,3.487,14.0,CANDIDATE
1.47,5.04404366,6039.0,0.951,236.5,1.682,11.6,CANDIDATE
0.81,5.2439542,4920.0,0.691,143.8,9.82,14.2,FALSE POSITIVE
0.99,0.933759404,5766.0,0.866,114.9,3.491,18.9,FALSE POSITIVE
1.59,60.458443,5865.0,1.181,175.2,8.43,9.7,CANDIDATE
26.67,0.741057213,5496.0,0.776,1996.3,1.05299,251.9,FALSE POSITIVE
1.5,35.945188,6578.0,1.744,72.6,8.23,4.1,FALSE POSITIVE
5.82,28.64338839,6507.0,1.767,624.3,1.2246,23.1,CANDIDATE
89.83,135.58607679,6401.0,1.301,363130.0,5.54241,6788.8,CANDIDATE
